TCL_AT,TCL_LT,TCL_HT,TEMP_EF_CAP,TEMP_EF_DONGNAM,TEMP_EF_DAEGYUNG,TEMP_EF_CHOONG,TEMP_EF_HONAM,TEMP_EF_MEAN
0.0047635294117647,-0.189310588235294,0.240528235294118,0.84711,5.91778,6.73765,3.33479,1.88651,3.744768
0.0077076470588235,-0.226982352941176,0.372690588235294,0.8143,5.90875,6.73291,3.32638,1.87883,3.732234
0.137972352941176,-0.0456311764705882,0.367738823529412,0.60731,5.81529,6.67634,3.22,1.7874,3.621268
0.26191,0.0294564705882352,0.582131764705882,0.24132,5.71003,6.61264,3.07795,1.66054,3.460496
0.428758823529412,0.242891764705882,0.688457647058824,-0.38328,5.67433,6.58956,3.02586,1.62083,3.30546
0.520022352941177,0.389187058823529,0.717235294117647,-0.70081,5.63238,6.54333,2.9654,1.58217,3.204494
0.596192941176471,0.423853529411765,0.810264117647059,-0.81068,5.59896,6.52853,2.93751,1.56448,3.16376
0.63432,0.477368235294118,0.829271764705882,-0.8656,5.57471,6.52978,2.94074,1.56549,3.149024
0.527151176470588,0.32791,0.702526470588235,-0.66947,5.6122,6.56536,2.97122,1.58408,3.212678
0.375821764705882,0.0965717647058823,0.584698823529412,-0.09905,5.67417,6.61426,3.0671,1.6426,3.379816
0.199595294117647,-0.0664158823529411,0.429978235294118,0.50425,5.74181,6.65284,3.1574,1.70866,3.552992
0.0717258823529411,-0.154635294117647,0.331925882352941,0.72614,5.9393,6.75288,3.364,1.90442,3.737348
-0.0230882352941176,-0.301584117647059,0.303878235294118,0.86639,5.8744,6.71688,3.30008,1.83445,3.71844
0.0709164705882352,-0.155784705882353,0.442114117647059,0.76413,5.87605,6.71506,3.28897,1.83939,3.69672
0.231187058823529,-0.0242588235294117,0.559394705882353,0.4826,5.79873,6.66794,3.19651,1.75551,3.580258
0.396735882352941,0.125717058823529,0.690134705882353,0.03801,5.73145,6.62884,3.10179,1.67831,3.43568
0.541060588235294,0.291958823529412,0.818184117647059,-0.29856,5.68172,6.5941,3.01163,1.61899,3.321576
0.696075882352941,0.455240588235294,0.948715294117647,-0.71464,5.63967,6.55835,2.96889,1.58936,3.208326
0.779295882352941,0.589952352941176,1.01330058823529,-0.84775,5.61369,6.55143,2.96058,1.57728,3.171046
0.805171176470588,0.650214705882353,1.00893470588235,-0.89054,5.54832,6.50707,2.92492,1.55856,3.129666
0.639301764705882,0.394071176470588,0.958707647058824,-0.51714,5.62953,6.58319,2.99379,1.60395,3.258664
0.454500588235294,0.0834388235294117,0.768751176470588,-0.02592,5.64383,6.59678,3.02919,1.62162,3.3731
0.311721176470588,0.0085111764705882,0.59929,0.33534,5.72143,6.64987,3.14738,1.69358,3.50952
0.105560588235294,-0.191208823529412,0.408141764705882,0.69981,5.82056,6.7056,3.27711,1.81225,3.663066
0.0235482352941176,-0.342738823529412,0.309988235294118,0.80812,5.8445,6.70743,3.29954,1.83425,3.698768
0.169231176470588,-0.158347058823529,0.564794705882353,0.64696,5.79976,6.68254,3.22926,1.77493,3.62669
0.30011,0.0159594117647058,0.719165882352941,0.43459,5.78037,6.66293,3.18073,1.73654,3.559032
0.572450588235294,0.178549411764706,0.95642,-0.18694,5.71989,6.6248,3.09999,1.67773,3.387094
0.69607,0.443434117647059,1.05367176470588,-0.44176,5.66695,6.58613,3.01389,1.61612,3.288266
0.780273529411765,0.525625294117647,1.07855529411765,-0.62455,5.63898,6.56191,2.9662,1.58776,3.22606
0.925930588235294,0.773568235294118,1.16942470588235,-0.81997,5.61234,6.54565,2.94955,1.57319,3.172152
0.955320588235294,0.764984117647059,1.16753294117647,-0.83259,5.56138,6.51356,2.93019,1.55973,3.146454
0.857974705882353,0.609010588235294,1.15344058823529,-0.69687,5.61197,6.56939,2.97979,1.59108,3.211072
0.655079411764706,0.326477058823529,0.927835294117647,-0.29939,5.66145,6.60959,3.05926,1.63724,3.33363
0.331729411764706,-0.012485294117647,0.729145294117647,0.39161,5.73698,6.65974,3.18554,1.7213,3.539034
0.147855882352941,-0.137976470588235,0.493776470588235,0.70666,5.80581,6.69624,3.26684,1.78558,3.652226
0.0453694117647058,-0.27532,0.421120588235294,0.78592,5.85549,6.72781,3.324,1.86064,3.710772
0.101736470588235,-0.297840588235294,0.448767647058823,0.75658,5.87584,6.73003,3.32506,1.86751,3.711004
0.312185294117647,-0.0357941176470588,0.669424117647059,0.47376,5.76776,6.6583,3.16836,1.72929,3.559494
0.576301176470588,0.228099411764706,1.03084823529412,-0.04029,5.70934,6.62026,3.07186,1.65573,3.40338
0.750288235294118,0.500245882352941,1.10081176470588,-0.32671,5.6712,6.58651,3.01641,1.6178,3.313042
0.948896470588235,0.757371176470588,1.27920470588235,-0.69242,5.64724,6.57823,2.98132,1.59244,3.221362
1.05076117647059,0.848928235294118,1.32052352941176,-0.8326,5.5776,6.50597,2.93168,1.55704,3.147938
1.08253058823529,0.892744705882353,1.34619588235294,-0.81382,5.58476,6.53391,2.94557,1.56417,3.162918
0.980422941176471,0.710110588235294,1.24803764705882,-0.68731,5.61082,6.56108,2.97861,1.58268,3.209176
0.641190588235294,0.251495882352941,0.983542941176471,-0.0893,5.65315,6.60139,3.05186,1.62469,3.368358
