Year,Month,AT,LT,HT
1996,1,0.004763529411764702,-0.1893105882352941,0.2405282352941177
1996,2,0.00770764705882353,-0.22698235294117647,0.37269058823529405
1996,3,0.13797235294117646,-0.045631176470588224,0.3677388235294118
1996,4,0.26191000000000003,0.029456470588235285,0.5821317647058822
1996,5,0.42875882352941175,0.2428917647058824,0.6884576470588235
1996,6,0.5200223529411765,0.3891870588235294,0.7172352941176472
1996,7,0.5961929411764705,0.42385352941176474,0.8102641176470589
1996,8,0.6343199999999999,0.4773682352941178,0.8292717647058823
1996,9,0.5271511764705883,0.3279099999999999,0.7025264705882351
1996,10,0.37582176470588236,0.09657176470588234,0.5846988235294118
1996,11,0.19959529411764707,-0.06641588235294116,0.42997823529411766
1996,12,0.07172588235294117,-0.15463529411764707,0.3319258823529412
1997,1,-0.023088235294117652,-0.30158411764705884,0.3038782352941176
1997,2,0.07091647058823529,-0.15578470588235294,0.44211411764705877
1997,3,0.23118705882352947,-0.02425882352941175,0.5593947058823531
1997,4,0.3967358823529412,0.1257170588235294,0.690134705882353
1997,5,0.5410605882352941,0.2919588235294117,0.8181841176470591
1997,6,0.696075882352941,0.4552405882352942,0.9487152941176471
1997,7,0.7792958823529412,0.5899523529411764,1.0133005882352943
1997,8,0.8051711764705882,0.650214705882353,1.008934705882353
1997,9,0.6393017647058823,0.39407117647058826,0.9587076470588236
1997,10,0.4545005882352941,0.08343882352941177,0.7687511764705883
1997,11,0.3117211764705882,0.008511176470588232,0.59929
1997,12,0.10556058823529411,-0.19120882352941174,0.40814176470588237
1998,1,0.023548235294117648,-0.34273882352941176,0.3099882352941176
1998,2,0.1692311764705882,-0.1583470588235294,0.564794705882353
1998,3,0.30010999999999993,0.01595941176470588,0.7191658823529411
1998,4,0.5724505882352942,0.17854941176470587,0.9564200000000002
1998,5,0.6960700000000001,0.44343411764705876,1.0536717647058824
1998,6,0.7802735294117648,0.5256252941176471,1.078555294117647
1998,7,0.9259305882352942,0.7735682352941178,1.169424705882353
1998,8,0.9553205882352941,0.7649841176470589,1.1675329411764706
1998,9,0.8579747058823528,0.6090105882352942,1.153440588235294
1998,10,0.6550794117647059,0.3264770588235294,0.927835294117647
1998,11,0.33172941176470594,-0.012485294117647065,0.7291452941176473
1998,12,0.1478558823529412,-0.13797647058823526,0.49377647058823537
1999,1,0.04536941176470588,-0.27532,0.4211205882352942
1999,2,0.10173647058823529,-0.297840588235294,0.4487676470588234
1999,3,0.31218529411764706,-0.03579411764705881,0.6694241176470589
1999,4,0.5763011764705883,0.22809941176470588,1.0308482352941177
1999,5,0.7502882352941178,0.5002458823529412,1.1008117647058826
1999,6,0.9488964705882352,0.7573711764705884,1.279204705882353
1999,7,1.0507611764705884,0.8489282352941177,1.320523529411764
1999,8,1.0825305882352942,0.892744705882353,1.3461958823529416
1999,9,0.9804229411764707,0.7101105882352943,1.2480376470588237
1999,10,0.6411905882352942,0.2514958823529412,0.9835429411764709
1999,11,0.38282470588235296,0.014322352941176479,0.7054635294117649
1999,12,0.09663294117647063,-0.25423764705882357,0.43773352941176474
2000,1,0.011347647058823532,-0.32537352941176473,0.43165411764705874
2000,2,0.0029647058823529396,-0.3064123529411764,0.3318282352941177
2000,3,0.33307941176470585,-0.03950117647058824,0.7527082352941177
2000,4,0.5864082352941177,0.22618764705882355,0.9754858823529411
2000,5,0.8383288235294117,0.5525294117647059,1.3247917647058822
2000,6,1.0705276470588234,0.8124858823529412,1.4047500000000002
2000,7,1.2606864705882355,1.046101176470588,1.5235476470588236
2000,8,1.2576352941176467,1.0755682352941176,1.514104705882353
2000,9,0.9941247058823528,0.7385011764705883,1.3437435294117646
2000,10,0.7517664705882353,0.40382529411764706,1.113790588235294
2000,11,0.39442176470588236,0.053452941176470606,0.8399870588235295
2000,12,0.1342576470588235,-0.2311123529411764,0.5488747058823529
2001,1,-0.07564529411764705,-0.5443052941176472,0.24614529411764696
2001,2,0.09164470588235295,-0.23394000000000004,0.5570152941176472
2001,3,0.3365570588235294,-0.0024188235294117476,0.9250547058823531
2001,4,0.7218623529411764,0.3105805882352941,1.2053076470588235
2001,5,1.005079411764706,0.6936335294117646,1.4296429411764704
2001,6,1.1826017647058824,0.9272094117647061,1.5344364705882356
2001,7,1.3899788235294117,1.1639111764705883,1.680561764705882
2001,8,1.4026764705882353,1.1198823529411766,1.697299411764706
2001,9,1.1778347058823526,0.7896476470588236,1.4813864705882354
2001,10,0.8885158823529412,0.5834576470588236,1.2169876470588237
2001,11,0.4279082352941176,0.09131529411764705,0.8047629411764706
2001,12,0.07117705882352941,-0.17031941176470577,0.5033117647058823
2002,1,0.1058876470588235,-0.2738141176470587,0.6266688235294117
2002,2,0.18805176470588236,-0.12441117647058822,0.5844729411764705
2002,3,0.4856552941176471,0.10165176470588236,0.9577382352941176
2002,4,0.808085294117647,0.504374705882353,1.309915294117647
2002,5,1.0131558823529414,0.7430376470588236,1.4259300000000004
2002,6,1.2638917647058823,0.9834517647058821,1.650511176470588
2002,7,1.447841176470588,1.279495294117647,1.8285241176470588
2002,8,1.4090629411764704,1.2212164705882356,1.7764141176470591
2002,9,1.22966,0.9561376470588234,1.6157370588235296
2002,10,0.7965529411764706,0.31626000000000004,1.2013629411764706
2002,11,0.31569470588235293,0.029983529411764704,0.8678194117647058
2002,12,0.17028705882352946,-0.14059294117647053,0.6277870588235295
2003,1,-0.07615176470588236,-0.49467999999999995,0.3324523529411765
2003,2,0.19945529411764706,-0.1627870588235294,0.5260323529411765
2003,3,0.42318529411764705,0.07351294117647059,0.9491982352941176
2003,4,0.8258411764705882,0.4977076470588236,1.334818823529412
2003,5,1.1589882352941177,0.7270770588235295,1.522834705882353
2003,6,1.3409476470588235,1.0769152941176472,1.6687776470588236
2003,7,1.4455152941176472,1.2889452941176471,1.7679447058823534
2003,8,1.5208647058823532,1.2927094117647062,1.8124864705882355
2003,9,1.350874117647059,1.0260582352941174,1.6869747058823532
2003,10,0.9181411764705882,0.5463323529411765,1.3323476470588236
2003,11,0.657305294117647,0.17259470588235296,1.1134217647058824
2003,12,0.1478858823529412,-0.16620176470588235,0.590295294117647
